141.85,140.88,142.54,142.39,142.18,142.4,141.99,0.0,142.58,140.11,142.38,142.64,142.25,142.06,142.2,142.37,0.0,142.69,142.82,143.03,142.38,142.0,142.25,141.95,141.7,142.1,141.51,88.09,96.9,93.85,96.83,141.18,140.71,141.05,140.72,140.9,140.89,141.18,141.31,141.22,141.25,141.16,138.66,139.05,0.0,141.72,141.34,141.55,137.18,139.77,141.47,141.55,142.23,0.0,0.0,143.16,142.81,142.72,143.37,0.0,143.64,0.0,95.76,144.55
142.18,140.88,142.84,142.69,142.49,142.7,142.31,0.0,142.88,139.96,142.7,142.92,142.55,142.36,142.51,142.67,0.0,143.0,143.11,143.28,142.68,142.32,142.55,142.25,142.02,142.4,141.84,87.88,96.88,94.5,96.81,141.46,141.01,141.33,141.01,141.19,141.2,141.49,141.61,141.52,141.54,141.39,138.99,139.38,0.0,142.0,141.64,141.84,137.25,140.16,141.76,141.81,142.48,0.0,0.0,143.31,143.03,142.95,143.63,0.0,143.94,0.0,96.02,144.84
142.48,140.89,143.09,142.95,142.78,142.96,142.62,0.0,143.14,139.84,142.97,143.17,142.8,142.61,142.76,142.92,0.0,143.26,143.36,143.48,142.94,142.61,142.8,142.51,142.3,142.66,142.14,87.79,96.85,95.12,96.79,141.7,141.27,141.55,141.26,141.44,141.46,141.76,141.87,141.78,141.78,141.58,139.36,139.72,0.0,142.23,141.92,142.09,137.31,140.58,142.0,142.03,142.68,0.0,0.0,143.4,143.21,143.12,143.84,0.0,144.21,0.0,96.19,145.1
142.76,140.91,143.3,143.18,143.03,143.19,142.91,0.0,143.37,139.72,143.21,143.37,143.01,142.83,142.98,143.13,0.0,143.48,143.57,143.66,143.16,142.87,143.0,142.73,142.55,142.87,142.42,87.78,96.82,95.67,96.77,141.9,141.5,141.73,141.47,141.66,141.7,141.99,142.1,142.01,141.98,141.71,139.75,140.07,0.0,142.43,142.17,142.3,137.38,140.98,142.2,142.2,142.84,0.0,0.0,143.46,143.34,143.24,144.0,0.0,144.43,0.0,96.3,145.33
143.02,140.95,143.48,143.37,143.26,143.38,143.17,0.0,143.55,139.62,143.42,143.54,143.19,143.02,143.16,143.3,0.0,143.66,143.74,143.8,143.35,143.1,143.17,142.93,142.78,143.05,142.66,87.8,96.78,96.09,96.76,142.06,141.69,141.87,141.65,141.84,141.91,142.19,142.29,142.21,142.14,141.8,140.14,140.42,0.0,142.59,142.39,142.47,137.46,141.34,142.34,142.34,142.95,0.0,0.0,143.48,143.43,143.33,144.13,0.0,144.6,0.0,96.35,145.53
143.26,140.99,143.62,143.52,143.45,143.54,143.4,0.0,143.71,139.53,143.59,143.67,143.34,143.18,143.31,143.43,0.0,143.81,143.88,143.91,143.52,143.3,143.3,143.09,142.97,143.2,142.87,87.82,96.76,96.35,96.74,142.19,141.86,141.99,141.8,142.0,142.09,142.35,142.46,142.38,142.27,141.86,140.51,140.76,0.0,142.72,142.58,142.61,137.53,141.62,142.43,142.45,143.04,0.0,0.0,143.48,143.49,143.38,144.22,0.0,144.72,0.0,96.36,145.7
143.46,141.05,143.74,143.65,143.61,143.67,143.6,0.0,143.84,139.45,143.74,143.78,143.47,143.31,143.42,143.53,0.0,143.93,144.0,144.0,143.66,143.47,143.4,143.22,143.15,143.32,143.05,87.83,96.74,96.46,96.73,142.3,142.0,142.07,141.93,142.14,142.24,142.49,142.59,142.52,142.38,141.89,140.86,141.08,0.0,142.82,142.73,142.73,137.61,141.82,142.48,142.53,143.09,0.0,0.0,143.46,143.53,143.42,144.29,0.0,144.79,0.0,96.34,145.83
143.64,141.12,143.83,143.76,143.73,143.77,143.76,0.0,143.94,139.39,143.86,143.85,143.56,143.41,143.51,143.6,0.0,144.02,144.08,144.06,143.77,143.62,143.48,143.32,143.29,143.41,143.19,87.83,96.73,96.48,96.73,142.38,142.12,142.15,142.04,142.25,142.38,142.6,142.7,142.64,142.47,141.9,141.17,141.36,0.0,142.89,142.85,142.82,137.69,141.96,142.49,142.59,143.12,0.0,0.0,143.43,143.54,143.44,144.33,0.0,144.83,0.0,96.31,145.94
143.8,141.2,143.9,143.84,143.83,143.85,143.88,0.0,144.02,139.33,143.96,143.9,143.64,143.5,143.57,143.65,0.0,144.08,144.15,144.12,143.87,143.73,143.53,143.4,143.42,143.48,143.29,87.83,96.73,96.47,96.73,142.44,142.23,142.21,142.14,142.35,142.49,142.69,142.78,142.73,142.54,141.9,141.41,141.59,0.0,142.94,142.94,142.88,137.77,142.05,142.48,142.63,143.14,0.0,0.0,143.4,143.54,143.46,144.35,0.0,144.85,0.0,96.29,146.02
143.92,141.29,143.96,143.9,143.88,143.9,143.97,0.0,144.07,139.29,144.04,143.94,143.7,143.56,143.61,143.68,0.0,144.13,144.2,144.16,143.94,143.82,143.56,143.46,143.52,143.53,143.35,87.84,96.75,96.45,96.75,142.48,142.32,142.27,142.23,142.43,142.58,142.76,142.84,142.8,142.6,141.9,141.59,141.77,0.0,142.96,143.0,142.93,137.85,142.1,142.47,142.65,143.15,0.0,0.0,143.38,143.54,143.47,144.37,0.0,144.84,0.0,96.27,146.06
